#   Ef[Ry]      T[K]                  N[e/uc]        DOS(ef)[1/(Ha*uc)]                    S[V/K]   sigma/tau0[1/(ohm*m*s)]                RH[m**3/C]    kappae/tau0[W/(m*K*s)]             cv[J/(mol*K)]             chi[m**3/mol]
  0.453788      1300                 0.178857                   19.3179               0.000217707               2.15711e+19               4.02147e-09               2.86342e+14                   3.82602               2.30853e-12
  0.453788      1400                 0.203891                   20.2976               0.000212959               2.32948e+19               3.62715e-09               3.28104e+14                   4.20037               2.42561e-12
  0.455346       100              6.96506e-06                 0.0379075               0.000754988               1.28461e+15                 0.0001051               3.10281e+09                0.00196911               4.53004e-15
  0.455346       200              0.000585234                  0.828922                0.00050872               9.75045e+16               1.09114e-06               4.01797e+11                 0.0649304               9.90581e-14
  0.455346       300               0.00340523                   2.53596               0.000416209               5.69231e+17               1.77105e-07               3.05319e+12                  0.227252               3.03053e-13
  0.455346       400                 0.009142                   4.47593               0.000366228               1.53874e+18               6.61023e-08               1.00837e+13                  0.441701               5.34884e-13
  0.455346       500                0.0175425                    6.3059               0.000333973               2.94541e+18               3.49267e-08               2.24871e+13                  0.688778                7.5357e-13
  0.455346       600                0.0282266                   7.96243               0.000310651               4.67294e+18               2.20082e-08               3.99816e+13                  0.970914               9.51529e-13
  0.455346       700                0.0409285                   9.47353               0.000292472               6.60719e+18               1.53878e-08               6.15674e+13                   1.29211               1.13211e-12
  0.455346       800                 0.055489                   10.8787               0.000277639               8.65251e+18               1.15255e-08               8.62456e+13                   1.65061               1.30003e-12
  0.455346       900                0.0718017                   12.2067               0.000265226               1.07346e+19               9.06864e-09               1.13392e+14                   2.03901               1.45873e-12
  0.455346      1000                0.0897727                   13.4734               0.000254699               1.27991e+19               7.40588e-09               1.42761e+14                   2.44673                1.6101e-12
  0.455346      1100                   0.1093                   14.6848               0.000245704               1.48085e+19               6.22652e-09               1.74356e+14                   2.86245               1.75486e-12
  0.455346      1200                 0.130264                   15.8413               0.000237978               1.67391e+19               5.35849e-09               2.08293e+14                   3.27572               1.89307e-12
  0.455346      1300                 0.152533                   16.9404               0.000231309               1.85772e+19               4.69997e-09                2.4476e+14                   3.67788               2.02442e-12
  0.455346      1400                 0.175963                   17.9788                0.00022552                2.0317e+19               4.18746e-09               2.83992e+14                   4.06238               2.14851e-12
  0.456903       100              5.95542e-07                0.00324946               0.000965803                1.0973e+14                0.00123095               2.56846e+08               0.000282243               3.88317e-16
  0.456903       200              0.000172517                   0.24962               0.000613434               2.87657e+16               3.70754e-06               1.18541e+11                 0.0290786               2.98302e-14
  0.456903       300               0.00152757                   1.17686               0.000484594               2.55394e+17                3.9565e-07               1.37133e+12                  0.146173               1.40637e-13
  0.456903       400               0.00507118                   2.58336               0.000416379               8.53289e+17                1.1921e-07               5.58869e+12                  0.335605               3.08717e-13
  0.456903       500                0.0110532                   4.14103               0.000373284               1.85539e+18               5.53793e-08               1.41373e+13                  0.570584               4.94862e-13
  0.456903       600                0.0193452                   5.68366                0.00034285                3.2038e+18               3.20639e-08               2.73316e+13                  0.843647                6.7921e-13
  0.456903       700                0.0297585                   7.16019               0.000319685               4.81057e+18               2.11288e-08               4.46691e+13                   1.15502               8.55659e-13
  0.456903       800                0.0421391                   8.56671               0.000301178               6.58794e+18               1.51508e-08                6.5408e+13                   1.50316               1.02374e-12
  0.456903       900                0.0563682                   9.91141               0.000285953               8.46025e+18               1.15307e-08               8.89769e+13                   1.88227               1.18444e-12
  0.456903      1000                0.0723408                   11.2015               0.000273203               1.03675e+19               9.17212e-09               1.15076e+14                   2.28333               1.33861e-12
  0.456903      1100                0.0899496                   12.4403               0.000262406                1.2265e+19               7.54893e-09                1.4363e+14                     2.696               1.48664e-12
  0.456903      1200                 0.109077                   13.6274               0.000253185               1.41214e+19               6.38293e-09               1.74691e+14                   3.11027               1.62851e-12
  0.456903      1300                 0.129593                   14.7606               0.000245254               1.59162e+19               5.51586e-09                2.0842e+14                   3.51741               1.76392e-12
  0.456903      1400                 0.151361                   15.8366               0.000238382                1.7637e+19               4.85224e-09               2.45049e+14                   3.91044               1.89251e-12
  0.458461       100              5.07506e-08               0.000276963                0.00116918               9.20809e+12                  0.014772               1.74026e+07               3.61694e-05               3.30977e-17
  0.458461       200              5.05627e-05                 0.0736365               0.000718867               8.43107e+15               1.26596e-05               3.44659e+10                 0.0120704               8.79973e-15
  0.458461       300              0.000678505                  0.531179               0.000554198                1.1345e+17                8.9167e-07               6.09327e+11                 0.0884497               6.34771e-14
  0.458461       400               0.00278189                   1.45064               0.000467751               4.68014e+17                2.1738e-07               3.06446e+12                  0.243026               1.73355e-13
  0.458461       500               0.00688999                   2.65378               0.000413682               1.15638e+18               8.87949e-08               8.80056e+12                    0.4559               3.17133e-13
  0.458461       600                 0.013131                   3.97385               0.000375977               2.17515e+18               4.71908e-08                1.8519e+13                  0.714015               4.74885e-13
  0.458461       700                0.0214559                   5.31932               0.000347678               3.47178e+18               2.92689e-08               3.21547e+13                   1.01297               6.35671e-13
  0.458461       800                0.0317712                   6.65073               0.000325373               4.97666e+18               2.00679e-08               4.92605e+13                   1.34977               7.94778e-13
  0.458461       900                0.0439802                   7.95343               0.000307234                 6.621e+18               1.47565e-08               6.93908e+13                   1.71901               9.50454e-13
  0.458461      1000                 0.057987                   9.22174                0.00029218               8.34503e+18               1.14233e-08               9.22608e+13                   2.11267               1.10202e-12
  0.458461      1100                0.0736898                   10.4521               0.000279514               1.01008e+19               9.19689e-09               1.17765e+14                   2.52124               1.24905e-12
  0.458461      1200                0.0909768                   11.6406               0.000268745                1.1852e+19               7.63587e-09               1.45926e+14                   2.93514               1.39108e-12
  0.458461      1300                 0.109725                   12.7833               0.000259509               1.35726e+19               6.49805e-09               1.76889e+14                   3.34569               1.52763e-12
  0.458461      1400                 0.129803                   13.8759               0.000251519               1.52452e+19                5.6417e-09               2.10895e+14                   3.74565                1.6582e-12
  0.460019       100                4.168e-09               2.27388e-05                0.00135273                 7.189e+11                  0.196555                    764173                  4.08e-06               2.71733e-18
  0.460019       200              1.47935e-05                 0.0215863               0.000824475               2.46628e+15               4.32866e-05               9.99769e+09                0.00475436               2.57961e-15
  0.460019       300                   0.0003                  0.236582               0.000624364               5.01634e+16               2.01764e-06               2.69271e+11                 0.0511893               2.82721e-14
  0.460019       400               0.00151628                  0.801245               0.000519835               2.55073e+17               3.98906e-07               1.66978e+12                  0.169467               9.57506e-14
  0.460019       500               0.00426451                   1.67232               0.000454807               7.15666e+17               1.43421e-07               5.44232e+12                  0.353275               1.99846e-13
  0.460019       600               0.00885084                    2.7354               0.000409781               1.46637e+18               6.99649e-08               1.24677e+13                  0.590008               3.26886e-13
  0.460019       700                0.0153698                   3.89753               0.000376276               2.48868e+18               4.08225e-08               2.30065e+13                  0.872233               4.65763e-13
  0.460019       800                 0.023815                   5.10195               0.000350099               3.73577e+18               2.67443e-08               3.68921e+13                   1.19503               6.09695e-13
  0.460019       900                0.0341383                   6.31726               0.000328978                5.1514e+18                1.8988e-08               5.38411e+13                   1.55263               7.54927e-13
  0.460019      1000                 0.046271                   7.52569               0.000311561               6.68107e+18               1.42959e-08               7.36325e+13                   1.93738               8.99337e-13
  0.460019      1100                0.0601291                   8.71584               0.000296977               8.27741e+18               1.12527e-08               9.61723e+13                   2.34032               1.04156e-12
  0.460019      1200                 0.075614                   9.87912               0.000284619                9.9021e+18                9.1697e-09               1.21484e+14                   2.75222               1.18058e-12
  0.460019      1300                0.0926142                   11.0084               0.000274042               1.15257e+19                7.6814e-09               1.49715e+14                   3.16446               1.31553e-12
  0.460019      1400                 0.111008                   12.0974               0.000264901                1.3127e+19               6.57987e-09               1.81135e+14                   3.56962               1.44567e-12
  0.461576       100               2.7708e-10               1.50368e-06                0.00148353                3.7758e+10                   4.09913               3.41485e-09                3.3947e-07               1.79693e-19
  0.461576       200              4.32569e-06                0.00631604               0.000929828                7.2065e+14               0.000148142               2.87137e+09                 0.0018016               7.54781e-16
  0.461576       300              0.000132373                  0.104731               0.000694776               2.21343e+16               4.57379e-06               1.18686e+11                 0.0286538               1.25156e-14
  0.461576       400              0.000823481                  0.438374               0.000572322               1.38523e+17               7.34599e-07               9.06564e+11                  0.114738               5.23867e-14
  0.461576       500               0.00262746                   1.04219               0.000496404               4.40914e+17               2.32741e-07                3.3513e+12                  0.266913               1.24544e-13
  0.461576       600               0.00593652                    1.8617               0.000444066               9.83636e+17               1.04266e-07               8.35538e+12                  0.477449               2.22477e-13
  0.461576       700                0.0109564                    2.8253               0.000405333               1.77491e+18               5.72298e-08                1.6386e+13                  0.738491                3.3763e-13
  0.461576       800                0.0177691                   3.87588               0.000375247               2.79034e+18               3.58155e-08               2.75076e+13                   1.04385               4.63176e-13
  0.461576       900                0.0263868                   4.97438               0.000351103               3.98891e+18               2.45425e-08               4.16029e+13                   1.38716               5.94449e-13
  0.461576      1000                0.0367809                   6.09489               0.000331284               5.32479e+18               1.79639e-08               5.85431e+13                    1.7608               7.28353e-13
  0.461576      1100                 0.048895                    7.2195               0.000314746               6.75446e+18               1.38191e-08                7.8278e+13                   2.15609               8.62747e-13
  0.461576      1200                0.0626512                   8.33493               0.000300767                8.2402e+18               1.10487e-08               1.00854e+14                     2.564               9.96043e-13
  0.461576      1300                0.0779542                   9.43068               0.000288818               9.75128e+18               9.10797e-09               1.26449e+14                   2.97599               1.12699e-12
  0.461576      1400                0.0946954                   10.4982               0.000278501               1.12639e+19                7.6953e-09               1.55367e+14                   3.38445               1.25456e-12
  0.463134       100              1.55964e-12                         0                         0                         0                         0                         0                        -0                         0
  0.463134       200              1.26419e-06                0.00184687                 0.0010341               2.10087e+14                0.00050804               8.01727e+08               0.000662199               2.20705e-16
  0.463134       300              5.83545e-05                 0.0462362               0.000765265                 9.757e+15               1.03774e-05               5.21527e+10                 0.0156299               5.52533e-15
  0.463134       400              0.000446337                   0.23857                0.00062503               7.50792e+16               1.35542e-06               4.91198e+11                 0.0758924               2.85096e-14
  0.463134       500               0.00161418                  0.644867               0.000538298               2.70866e+17               3.78807e-07               2.05793e+12                  0.197521                7.7063e-14
  0.463134       600               0.00396824                   1.25696               0.000478686                6.5755e+17               1.55938e-07               5.58175e+12                   0.37951               1.50209e-13
  0.463134       700               0.00778213                   2.03149                0.00043473               1.26111e+18               8.05368e-08               1.16313e+13                  0.615918               2.42768e-13
  0.463134       800                0.0132106                   2.92167               0.000400725               2.07614e+18               4.81452e-08               2.04403e+13                  0.900481               3.49146e-13
  0.463134       900                0.0203257                   3.88891               0.000373538                3.0769e+18               3.18371e-08               3.20405e+13                   1.22654               4.64734e-13
  0.463134      1000                0.0291439                   4.90402               0.000351292               4.22798e+18               2.26501e-08               4.64042e+13                   1.58646               5.86041e-13
  0.463134      1100                0.0396428                   5.94507               0.000332776               5.49191e+18               1.70245e-08               6.35436e+13                   1.97169                7.1045e-13
  0.463134      1200                0.0517709                   6.99522                0.00031715               6.83372e+18               1.33516e-08               8.35525e+13                   2.37335               8.35945e-13
  0.463134      1300                0.0654534                   8.04109               0.000303807               8.22316e+18               1.08284e-08               1.06651e+14                   2.78287               9.60928e-13
  0.463134      1400                0.0805985                   9.07186               0.000292288               9.63547e+18               9.02185e-09               1.33196e+14                   3.19254               1.08411e-12
  0.464692       100              1.55964e-12                         0                         0                         0                         0                         0                        -0                         0
  0.464692       200              3.68962e-07               0.000539751                0.00113429               6.04657e+13                0.00176706                1.9812e+08               0.000237139               6.45015e-17
  0.464692       300              2.57139e-05                  0.020387               0.000835718               4.29863e+15               2.35561e-05                 2.281e+10                0.00835097               2.43629e-15
  0.464692       400              0.000241656                  0.129453               0.000677854               4.06486e+16                2.5036e-06               2.65743e+11                 0.0492622               1.54699e-14
  0.464692       500              0.000989889                  0.397222                0.00058038               1.66104e+17               6.17675e-07               1.26162e+12                  0.143693                4.7469e-14
  0.464692       600               0.00264637                   0.84396               0.000513535               4.38532e+17               2.33785e-07               3.72077e+12                  0.297108               1.00855e-13
  0.464692       700               0.00551294                   1.45195               0.000464377               8.93598e+17                1.1365e-07               8.23583e+12                  0.506945               1.73511e-13
  0.464692       800               0.00979455                   2.18905               0.000426455               1.54018e+18               6.49077e-08                1.5149e+13                  0.768061               2.61596e-13
  0.464692       900                 0.015614                   3.02257               0.000396218               2.36617e+18               4.14197e-08               2.46122e+13                   1.07411               3.61204e-13
  0.464692      1000                0.0230318                   3.92425               0.000371534                3.3468e+18               2.86389e-08               3.66949e+13                   1.41763               4.68957e-13
  0.464692      1100                0.0320616                   4.87091               0.000351022               4.45187e+18               2.10295e-08               5.14816e+13                   1.79023               5.82085e-13
  0.464692      1200                0.0426807                   5.84373               0.000333732               5.65065e+18               1.61749e-08               6.91249e+13                   2.18315                6.9834e-13
  0.464692      1300                0.0548387                   6.82736               0.000318975               6.91487e+18               1.29038e-08               8.99068e+13                   2.58784               8.15886e-13
  0.464692      1400                 0.068463                   7.80918               0.000306234               8.22013e+18               1.05996e-08               1.14248e+14                   2.99644               9.33215e-13
  0.466249       100              1.55964e-12                         0                         0                         0                         0                         0                        -0                         0
  0.466249       200               1.0732e-07                0.00015753                0.00123127               1.72128e+13                0.00621855               4.68609e+07               8.28672e-05               1.88252e-17
  0.466249       300              1.13285e-05                0.00898419               0.000906143               1.89345e+15               5.34832e-05               9.97806e+09                0.00438672               1.07363e-15
  0.466249       400              0.000130759                  0.070131               0.000730733               2.19943e+16               4.62716e-06               1.43595e+11                 0.0314847               8.38082e-15
  0.466249       500               0.00060637                  0.243992               0.000622574               1.01747e+17               1.00832e-06               7.72506e+11                  0.103057               2.91576e-14
  0.466249       600               0.00176205                  0.564516               0.000548538               2.91999e+17               3.51071e-07               2.47647e+12                  0.229611               6.74609e-14
  0.466249       700               0.00389799                   1.03317               0.000494204               6.31935e+17               1.60699e-07               5.82107e+12                   0.41247               1.23466e-13
  0.466249       800               0.00724665                   1.63248               0.000452378               1.14002e+18               8.76994e-08               1.12055e+13                  0.648514               1.95085e-13
  0.466249       900                0.0119687                   2.33822               0.000419093               1.81522e+18                 5.401e-08               1.88696e+13                  0.932353               2.79423e-13
  0.466249      1000                0.0181625                   3.12598               0.000391965               2.64268e+18                3.6294e-08               2.89674e+13                   1.25704               3.73561e-13
  0.466249      1100                0.0258762                   3.97367               0.000369448               3.59971e+18               2.60343e-08               4.16581e+13                   1.61451               4.74862e-13
  0.466249      1200                0.0351169                   4.86218               0.000350479               4.66074e+18               1.96366e-08               5.71628e+13                    1.9962               5.81041e-13
  0.466249      1300                0.0458591                   5.77523                0.00033429               5.80051e+18               1.54072e-08               7.58337e+13                   2.39358               6.90153e-13
  0.466249      1400                 0.058052                   6.69907               0.000320306               6.99605e+18               1.24758e-08               9.81705e+13                   2.79873               8.00554e-13
  0.467807       100              1.55964e-12                         0                         0                         0                         0                         0                        -0                         0
  0.467807       200              3.08701e-08               4.58205e-05                0.00132227               4.75517e+12                  0.022532               1.01339e+07               2.80604e-05               5.47565e-18
  0.467807       300              4.99015e-06                  0.003958               0.000976399               8.33744e+14               0.000121479               4.34356e+09                0.00227155                4.7299e-16
  0.467807       400              7.07294e-05                 0.0379601               0.000783623               1.18966e+16               8.55507e-06               7.74838e+10                 0.0198629               4.53631e-15
  0.467807       500              0.000371185                   0.14961                0.00066484               6.22833e+16               1.64717e-06               4.72703e+11                  0.073031               1.78787e-14
  0.467807       600                 0.001172                   0.37663               0.000583645               1.94221e+17               5.27779e-07               1.64657e+12                  0.175498               4.50081e-14
  0.467807       700               0.00275235                  0.732839               0.000524161               4.46259e+17               2.27551e-07               4.10916e+12                  0.332251               8.75759e-14
  0.467807       800                0.0053531                   1.21309               0.000478445               8.42396e+17               1.18691e-07               8.27669e+12                  0.542667               1.44967e-13
  0.467807       900               0.00915884                   1.80209               0.000442119               1.38994e+18               7.05533e-08               1.44472e+13                  0.802845               2.15354e-13
  0.467807      1000                0.0142978                   2.48082               0.000412546                2.0825e+18               4.60797e-08               2.28441e+13                   1.10673               2.96464e-13
  0.467807      1100                0.0208481                   3.22997               0.000388017               2.90463e+18               3.22887e-08               3.36968e+13                   1.44684               3.85988e-13
  0.467807      1200                0.0288448                    4.0315               0.000367357               3.83616e+18               2.38808e-08               4.73006e+13                   1.81491               4.81773e-13
  0.467807      1300                0.0382877                   4.86927                0.00034972               4.85555e+18               1.84264e-08               6.40857e+13                   2.20259               5.81889e-13
  0.467807      1400                0.0491478                   5.72914               0.000334473                 5.942e+18                1.4706e-08               8.46439e+13                   2.60189               6.84646e-13
  0.469365       100              1.55964e-12                         0                         0                         0                         0                         0                        -0                         0
  0.469365       200              8.46386e-09               1.31795e-05                0.00139264               1.09432e+12                  0.102282               1.31316e+06               8.82523e-06               1.57498e-18
  0.469365       300              2.19779e-06                 0.0017433                0.00104635               3.66886e+14               0.000276053               1.87331e+09                0.00116186               2.08328e-16
  0.469365       400              3.82517e-05                 0.0205368               0.000836496               6.43342e+15               1.58212e-05               4.17481e+10                 0.0123934                2.4542e-15
  0.469365       500              0.000227122                 0.0916387               0.000707142               3.81097e+16               2.69196e-06               2.89048e+11                 0.0512252                1.0951e-14
  0.469365       600               0.00077898                  0.250844               0.000618822               1.29092e+17               7.94019e-07               1.09403e+12                  0.132868               2.99764e-14
  0.469365       700               0.00194153                  0.518623                0.00055421                3.1482e+17               3.22545e-07               2.89803e+12                  0.265299               6.19766e-14
  0.469365       800               0.00394967                  0.899019                0.00050462                6.2169e+17               1.60834e-07                6.1075e+12                  0.450483               1.07435e-13
  0.469365       900               0.00699945                   1.38483               0.000465262               1.06274e+18               9.22915e-08               1.10528e+13                  0.686349               1.65491e-13
  0.469365      1000                0.0112398                   1.96287               0.000433244               1.63843e+18               5.85892e-08               1.80111e+13                   0.96807               2.34567e-13
  0.469365      1100                 0.016773                   2.61752               0.000406697               2.33976e+18               4.01044e-08               2.72768e+13                   1.28898                 3.128e-13
  0.469365      1200                0.0236593                   3.33287               0.000384334               3.15192e+18               2.90834e-08               3.92198e+13                   1.64133               3.98286e-13
  0.469365      1300                0.0319218                   4.09378                0.00036523               4.05731e+18               2.20663e-08               5.43579e+13                   2.01703               4.89216e-13
  0.469365      1400                0.0415531                    4.8864               0.000348698               5.03784e+18                1.7355e-08               7.33794e+13                   2.40818               5.83936e-13
  0.470923       100              1.55964e-12                         0                         0                         0                         0                         0                        -0                         0
  0.470923       200              1.88744e-09               3.61304e-06                0.00144955               2.03182e+11                  0.643773                   98828.1               2.16367e-06               4.31766e-19
  0.470923       300              9.67563e-07               0.000767493                 0.0011147               1.60702e+14               0.000630728               7.57234e+08               0.000587631               9.17172e-17
  0.470923       400              2.06845e-05                 0.0111078               0.000889289                3.4782e+15                2.9267e-05               2.24043e+10                0.00765869                1.3274e-15
  0.470923       500              0.000138936                 0.0560932                0.00074947               2.33124e+16               4.40069e-06               1.76688e+11                  0.035613               6.70326e-15
  0.470923       600               0.00051751                  0.166874                0.00065404               8.57619e+16               1.19517e-06               7.26443e+11                 0.0997645               1.99419e-14
  0.470923       700               0.00136862                  0.366425               0.000584323               2.21936e+17               4.57527e-07               2.04247e+12                  0.210217               4.37886e-14
  0.470923       800               0.00291162                  0.664921               0.000530875               4.58377e+17               2.18142e-07               4.50446e+12                  0.371318               7.94596e-14
  0.470923       900               0.00534371                   1.06176                0.00048849               8.11649e+17               1.20855e-07               8.45522e+12                  0.582956               1.26883e-13
  0.470923      1000               0.00882593                   1.54927               0.000454028                1.2874e+18               7.45791e-08               1.42116e+13                  0.841768               1.85142e-13
  0.470923      1100                0.0134787                   2.11591               0.000425455               1.88213e+18               4.98688e-08               2.21277e+13                   1.14213               2.52856e-13
  0.470923      1200                0.0193828                   2.74844               0.000401375               2.58595e+18               3.54581e-08               3.26482e+13                     1.477               3.28445e-13
  0.470923      1300                0.0265826                   3.43337               0.000380784               3.38523e+18               2.64509e-08               4.63836e+13                   1.83871               4.10296e-13
  0.470923      1400                0.0350906                   4.15776               0.000362937               4.26484e+18               2.04977e-08               6.41267e+13                   2.21956               4.96862e-13
   0.47248       100              1.55964e-12                         0                         0                         0                         0                         0                        -0                         0
   0.47248       200               2.7708e-10               8.05189e-07                0.00148353                1.8879e+10                   8.19825                         0                3.3947e-07               9.62219e-20
   0.47248       300              4.25765e-07                0.00033773                0.00118298               7.04523e+13                0.00143829               3.14036e+08               0.000294316               4.03595e-17
   0.47248       400              1.11842e-05                0.00600681               0.000942017               1.88022e+15               5.41584e-05               1.20085e+10                 0.0046933               7.17827e-16
   0.47248       500              8.49767e-05                 0.0343213               0.000791806               1.42582e+16               7.19519e-06               1.07949e+11                 0.0245677               4.10148e-15
   0.47248       600              0.000343696                  0.110928               0.000689291               5.69574e+16               1.79955e-06               4.82237e+11                 0.0743675               1.32561e-14
   0.47248       700              0.000964294                  0.258592               0.000614483               1.56376e+17               6.49327e-07               1.43915e+12                  0.165447               3.09023e-14
   0.47248       800               0.00214498                  0.491041               0.000557186               3.37729e+17               2.96069e-07               3.32209e+12                   0.30414               5.86805e-14
   0.47248       900               0.00407643                  0.812619                0.00051178               6.19344e+17               1.58384e-07                6.4733e+12                  0.492252               9.71098e-14
   0.47248      1000               0.00692432                   1.22044                0.00047487               1.01056e+18               9.50135e-08               1.12383e+13                  0.728004               1.45846e-13
   0.47248      1100                0.0108211                   1.70691                0.00044426               1.51232e+18               6.20629e-08               1.80254e+13                   1.00699               2.03979e-13
   0.47248      1200                0.0158635                   2.26174               0.000418442               2.11907e+18               4.32633e-08               2.73549e+13                   1.32304               2.70283e-13
   0.47248      1300                0.0221139                   2.87348               0.000396335               2.82098e+18               3.17266e-08               3.99355e+13                   1.66906               3.43388e-13
   0.47248      1400                0.0296029                   3.53051                0.00037714               3.60591e+18               2.42196e-08               5.66718e+13                   2.03768               4.21904e-13
  0.474038       100              1.55964e-12                         0                         0                         0                         0                         0                        -0                         0
  0.474038       200              1.55964e-12               1.17635e-07                         0                         0                         0                         0                        -0               1.40576e-20
  0.474038       300              1.87162e-07               0.000148462                0.00125004                3.0763e+13                0.00328964               1.27209e+08               0.000146009               1.77416e-17
  0.474038       400              6.04663e-06                  0.003248               0.000994501               1.01582e+15               0.000100292               6.36864e+09                0.00285438               3.88144e-16
  0.474038       500              5.19686e-05                 0.0209946               0.000834141               8.71959e+15               1.17654e-05               6.59192e+10                 0.0168322               2.50891e-15
  0.474038       600              0.000228211                 0.0736999               0.000724551                3.7819e+16               2.71024e-06               3.19914e+11                 0.0550807                8.8073e-15
  0.474038       700               0.00067918                  0.182342                0.00064467               1.10143e+17               9.21863e-07               1.01386e+12                   0.12943               2.17903e-14
  0.474038       800               0.00157944                  0.362226               0.000583534               2.48709e+17               4.02025e-07               2.45182e+12                  0.247715               4.32869e-14
  0.474038       900                0.0031078                  0.621089               0.000535105                4.7229e+17               2.07685e-07               4.96652e+12                  0.413479               7.42215e-14
  0.474038      1000               0.00542859                  0.959914               0.000495739               7.92625e+17               1.21118e-07                8.9253e+12                  0.626537               1.14712e-13
  0.474038      1100               0.00868068                   1.37466               0.000463073               1.21409e+18               7.72809e-08               1.47864e+13                  0.883799               1.64275e-13
  0.474038      1200                0.0129724                   1.85797               0.000435489               1.73481e+18               5.28089e-08               2.31489e+13                   1.18012               2.22032e-13
  0.474038      1300                0.0183804                   2.40063                0.00041183                2.3484e+18               3.80632e-08               3.48223e+13                   1.50911                2.8688e-13
  0.474038      1400                0.0249511                   2.99258               0.000391242               3.04564e+18               2.86162e-08               5.08329e+13                   1.86385                3.5762e-13
  0.475596       100              1.55964e-12                         0                         0                         0                         0                         0                        -0                         0
  0.475596       200              1.55964e-12                         0                         0                         0                         0                         0                        -0                         0
  0.475596       300               8.2016e-08                6.5057e-05                0.00131384               1.32715e+13                0.00759525               4.83565e+07               7.15822e-05               7.77446e-18
  0.475596       400              3.26832e-06                0.00175603                0.00104655               5.48214e+14                0.00018586               3.32041e+09                0.00172386               2.09849e-16
  0.475596       500              3.17796e-05                 0.0128404               0.000876476               5.33208e+15               1.92404e-05               4.02416e+10                 0.0114616               1.53446e-15
  0.475596       600              0.000151509                 0.0489489                0.00075983               2.51079e+16               4.08233e-06               2.12257e+11                 0.0405635               5.84951e-15
  0.475596       700              0.000478248                  0.128501               0.000674876               7.75595e+16               1.30911e-06               7.14521e+11                  0.100711               1.53562e-14
  0.475596       800               0.00116258                  0.266982                 0.0006099               1.83084e+17               5.46079e-07               1.81281e+12                  0.200741                3.1905e-14
  0.475596       900               0.00236822                  0.474203               0.000558442               3.59972e+17                2.7243e-07               3.82663e+12                  0.345667               5.66684e-14
  0.475596      1000               0.00425356                  0.754073                 0.0005166               6.21312e+17               1.54447e-07               7.14053e+12                  0.536817               9.01134e-14
  0.475596      1100               0.00695918                   1.10557               0.000481848                9.7399e+17               9.62518e-08               1.22632e+13                  0.772458               1.32118e-13
  0.475596      1200                0.0106007                   1.52407               0.000452457               1.41916e+18               6.44623e-08               1.98748e+13                   1.04855                1.8213e-13
  0.475596      1300                0.0152658                   2.00258               0.000427195               1.95344e+18               4.56538e-08               3.08909e+13                   1.35953               2.39313e-13
  0.475596      1400                 0.021014                   2.53277               0.000405157               2.57035e+18               3.37902e-08               4.64665e+13                   1.69905               3.02672e-13
